content,注释,解说,喻,audio file uuid,page,tag
八背煮水会夹鼎。,"①八背：倒霉。②夹鼎：粘锅。
","人倒霉的时候做什么事都不对劲。
",,24188cb8-3d56-4ce8-81ae-e10c1838c0c6,,谐喻事理
庙𠲥猪头都有主。,"庙𠲥：庙里（的〉。𠲥：处所助词，本字“里”。
","各家献祭的供品按习慣留在庙里直至祭祀结束后再各 自取田，留在庙里的猪头实际上各有主人。“庙啡猪头”常 喻指已有了对象的男女。
",,23d87282-ced6-49b4-a2fe-61df5a58a05f,,谐喻事理
神仙都会拍逷剑。,"拍遗：丢失。
","此谚源于民间传说吕洞宾醉酒丢了宝剑，食指任何人都 难免有兢忽之处。
",,e156d170-bd0e-40c7-b62a-daeced43627a,,谐喻事理
鬼囝无见过大猪头。,"①鬼囝：小鬼。②大猪头：猪头是庙里敬神的供品，小 鬼不配享用。
",令指小人物没见过大世面。,,16acee38-6c69-4680-bba3-844b54ba0eff,,谐喻事理
多𠲥香炉多𠲥鬼。,𠲥：动态助词；了。,"雇人常自扰。多此一举，反而带来麻烦。
",,c47cd2be-f917-4d25-b57a-dab8e875c4da,,谐喻事理
石柜𣍐八自身臭。,"①石柜〈音〉：即梨蝽象，一种果树害虫，褐色，会飞， 极臭。②脍八：不知道。八：知道。
",有臭名声者往往缺乏自知之明。,,ea9ce6b8-01a0-4e4a-9d7d-7f14acac3088,,谐喻事理
压鸡伓成孵。,"①压：〈同义字〉按压。②伓成：不成。
",有些事，若非自觉自愿.强迫也是徒劳。,,8265298c-ba95-4cd5-a6c8-2b914ddc24e4,,谐喻事理
养鼠咬布袋。,,,,15af519d-661c-4a26-813c-43ca48ac92f2,,谐喻事理
起风乍八妈祖婆婆。,"①乍：副词；才。②八：认识，知道。③妈祖婆婆：对 “妈祖”〈即“天妃娘娘”）的尊称。
","“妈祖”原为北宋年间莆田湄洲岛的一个女巫，名林默娘，死后民众为之立庙，奉为海上守护神。宋以来历代皇帝 加封踢号为“神女，，、“龙女”、“天妃”、“圣妃”、“天后圣 母”等。福建人以方言尊称“妈祖”，即“女性老祖宗”的 意思。
",,315aa8ff-df1d-4d34-a344-00f575618e5a,,谐喻事理
鸭母妆死嘴是扁其。,"①鸭母：母鸭。②妆：打扮。③死：作程度补语，表示 程度深。④其：的。
",乔装打扮改变不了丑的本质。,,29fa7974-b816-4d12-aa77-825d902b58c9,,谐喻事理
三月枇杷出好势。,①三月枇杷：枇杷的成熟期早，作为春季的鲜果赶在农 历三月上市，尽得天时之利。②出好势：赶上好时机。,"把握时机常常是成功之道。
",,c3fb9723-16dc-4e3c-9944-12f9215374d2,,谐喻事理
手指拗裡无拗出。,拗裡：朝掌心方向弯曲。,"人都有靼栌白己人的倾向，难以公正。
",,ffeae9d3-f14e-40e7-942e-f8c872515dd4,,谐喻事理
扫厝扫厝角，洗面洗耳角。,①厝：房子。②洗面：洗脸。③耳角：耳后的隐蔽处。,,,3de751dc-f9ca-4066-ac3e-7ba849720eb6,,谐喻事理
牛囝跋九倒。,"①牛囝：牛犊。②跋倒：跌跤。“九”指次数多。
",初生的牛犊总是在接二连三地跌跤后才能站稳，喻成长 的过程中难免遭遇挫折，总要吃些苦头。,,0b053cec-41f6-453d-b6c9-adac2aa3cc83,,谐喻事理
心急马倒退。,,,,79552999-0a30-494d-a638-74c9a77c1fae,101,惯用语
牛面前读契。,契：买卖契约。,对牛弹琴，白费功夫。,,880f6e73-6578-41cb-8dee-11c9e81d6415,102,惯用语
暗蜂叮家蜡。,"①暗蜂：一种鳖甲蜂，紫黑色、体细长，是蟑螂的天敌。 ②家蜡〈音〉：蟑瑯。
",一物降一物。,,aeab1f73-7e5a-4e25-b91f-cb970ae31d3c,,惯用语
红蚁扛蒲蝇。,①红蚁：蚂蚁。“红”是借用字，声调不合。②扛：合 力抬。③蒲蝇：苍蝇。,"齐心协力完成艰难的工作。
",,0c5c8931-e317-4942-9129-e7ae9b78f256,,惯用语
撮毛凤凰不如鸡。,撮毛：拔了毛的。,,,4f4bc689-8825-453c-8469-e16a6c498e5e,,惯用语
半斤黄瓜四两嘴。,黄瓜：指大黄鱼。,,只会卖嘴皮子的人。,59cd5b05-9620-49b6-8669-fb4a241fd093,,惯用语
厝裡犬，咬门垫。,,,只敢在家里耍威风的人。,8a634275-2e17-4632-b42b-b3a8972c1b79,,惯用语
牛尾脍遮牛股川。,"①𣍐遮：遮不住。②股川：屁股。
",,想遮丑遮不住。,a220c844-6f60-48b8-9132-4ee4bd8e69ae,,惯用语
龟无笑鳖，鳖无笑龟。,无笑：不讥笑,,,57f50ec0-4dbe-40a2-bd7a-63c9fe3dff07,,惯用语
唧唧水养唧唧鱼。,"①唧唧水：很浅的一点儿水。②唧唧鱼：指半死不活的

鱼。",,条件很有限，只能勉强应付。,b45f92fd-d72c-42c5-8d1f-ee9da44a18e6,,惯用语
猴戏未做，猴脾先起。,①猴脾：猴脾气。②起：发作。,,恃才使性子，让人头疼。,aea99b48-60f0-4699-8dc9-0cdd680cf1db,,惯用语
吓蜀吓，变𠲥鸭。,①吓蜀吓：喝骂一声，也作“喝蜀喝”。蜀：一。②变 𠲥：变成了。𠲥：动态助词；了。,,怯懦者经不起威吓。,1f897467-6a43-4244-9c7f-d0fe689b4ca6,,惯用语
老犬会记千年屎。,,,不合时宜地提起陈年旧事。,ce443994-c154-428b-9bc9-ebd06a48b62e,,惯用语
羊死目未克。,克：〈音〉闭（目〉。,,死不瞑目。,645730a9-a0e7-4fd2-8602-a269e559a364,,惯用语
金蒲蝇屎腹。,】①金蒲蝇：红头大苍蝇。②屎腹：肚子里尽是屎。,,打扮得漂漂亮亮的无德无能之辈。,40d29d08-6e10-41e1-85e3-3094310ed66b,,惯用语
老鼠会变牛。,,,神通广大，能由小变大，由少变多。,2c93fd38-02fd-40f5-b829-293516de3772,,惯用语
眚盲猫搦着死老鼠。,"①眚盲：瞎。②搦着：捉到。
",,瞎撞上的，纯属巧合。,1c7c2a59-e98e-4ee7-b2e0-7ac9ec990910,,惯用语
猪母都戴金耳坠。,"猪母：母猪。
",,夸张形容家中极为富有。,fed7f440-0fc7-46f7-8fe1-5bf0e91a9fc8,,惯用语
牛囝未桊鼻。,①牛囝：牛犊。②未：还没有。③桊鼻：穿鼻环。,,年轻人没吃过亏不晓得厉害。,f799c63b-c0b3-47af-b88a-37bbf1ab13a7,,惯用语
鸡角囝未大先叫更。,①鸡角囝：小公鸡。②未大：还没长大。③叫更：〔公 鸡）打鸣。,,孩子在成年人面前逞能说大话。,dca2088b-d854-47f6-b22f-e05ae48f0193,,惯用语
老蜞行下冥。,"①老蜞：沙蚕的一种，身体细长扁平，色斑斓，白天躲 在滩涂泥沙中，夜间出来活动。②行：行动。③下冥：下半

夜。
",,习慣深夜活动的人。,5fdb2553-f0f6-4664-9dd2-de4031fccbb6,,惯用语
小空出大螃蟹。,空：〈阴去调〉窟窿。,,不起眼的地方也可能出现惊人的景象。,901bdf43-aa4f-4ea8-80ea-bb208d799da0,,惯用语
蜂王无着厝，蜂囝拍倒厝。,"①无着厝：不在家。着：动词；在。②蜂囝：小蜂，指 工蜂等。③拍倒厝：闹翻天。
",,,e2f9ce75-ead5-4065-8894-1982429bb481,,惯用语
时耀耀，耀𠲥牛母大拉尿。,①时耀耀：动词“耀”的反复貌衍音变形。耀：〈白读 音〉称赞，俗或写同音字“受”。②𠲥：结构助词；得。 ③牛母：母牛。,,"不纪受称赞的人，蛊赞之下也难改劣根性。
",6b9951dd-017e-4e5a-92f3-d9214be0e468,,惯用语
七骹八手蚂大爷。,①七骹八手：七手八脚。骹：脚。②蚂大爷〈音〉：一 种不结网的长足蜘蛛。,,七手八脚地忙乱。,1a925f22-c6ca-4285-9bf4-fe88206bcb04,,惯用语
鸡角囝斗大。,"①鸡角囝：小公鸡。②斗大：因互不服气而争斗。
",,双方互相争斗，互不示弱。,993586ec-9aac-46c4-b9b5-4a07257c3424,,惯用语
无猪犬也刣。,"剑：〈方言俗字〉宰杀；本字“治’’。
",,无奈退而求其次。,faef8564-b87b-446e-80cd-455b8d404a1e,,惯用语
老虎复来，鞋带复断。,复……复……：又……又……。复：又，俗写“仅”,,危急之中又加险情。,47a3fb67-9523-4a16-a75f-acb863180179,,惯用语
搦猪上架。,搦：〈借用字〉捉。,,费尽九牛二虎之力制服对方，使之就范。,52a7b0a5-fe79-49e9-a349-aeb5f1404591,,惯用语
老鸦叫，别侬死。,①老鸦：乌鸦。②别侬：别人。 ,, 光会叫嚷，而让别人去出钱出力。,bea3160d-37cb-4878-9388-3e62bb6354d5,,惯用语
犬肉𣍐上桌。,"①狯：不能。②上桌：摆上席面。
",,素质低劣，无法抬举。,69d87374-7563-4a80-9b6f-d767e1cd26d9,,惯用语
锦被罩鸡笼。,,,外表好看，内里空虚。,77356aff-48d0-4959-8712-1a12f5053565,,惯用语
无刣犬就八犬腹肠。,"①无：没有。②钊：〈方言俗字〉宰杀；本字“治”。 ③八：知道。④腹肠：肚肠。
",,凭经验可识坏人的坏心思。,e8f149b6-6b15-4e83-ad46-ad4533f093f6,,惯用语
郎机炮拍隻隻。,①郎机炮：旧称大炮。②拍：打。③隻隻：麻雀。 ,, 宰鸡用牛刀，大可不必。,c5248bdc-1d59-4e66-b3b6-feb79c5dbba7,,惯用语
十硋九漏。,核：〈方言俗字〉陶瓷。,,几乎个个都是有毛病的。,bd525339-1303-4c13-9353-06cd3ce334d4,,惯用语
柱珠生白蚁。,柱珠：花冈石的柱础，通常为鼓状。,,指身体一向很结实的人生了病。,14c102ec-21a8-49bb-867a-b1752ceb84da,,惯用语
心肝生𩩍𠲥。,①心肝：心，良心。②生：动词；长。③髀𠲥：背上。 𠲥：处所助词，本字“里”。,,没良心，狠毒。,718aac2c-7237-4a72-95a0-58ad39e19deb,,惯用语
雷公睏落眠。,①雷公：雷神，传说中的惩恶之神。②睏落眠：睡熟了。 睏：睡。,,坏人没有受到惩处，正义没有得到伸张。,a583c62d-4d33-4d76-a0a6-cace9b6f8c2f,,惯用语
复浅复拍泎。,①复……复……：又……又……。②拍泎：洒泼。,,本来就嫌少，偏又遭到无端的损失。,389ca6b9-795b-48fa-9899-36d8766d1565,,惯用语
无位等侬起，无姆等侬死。,①无位：没有空位。②侬：人。③起：起身离去。④姆: 老婆。⑤等侬死：等他人死后〈娶寡妇八,,“候补”者可悲的阴暗心态。,0e3206ef-1ad8-4c84-884e-f5a0e399da6c,,惯用语
拾猪屎碰着猪病泻。,①碰着：遇上。②病泻：腹泻拉稀。,,运气不好，碰得很不巧。,fb948bfc-b2af-48f4-89c4-e5f188b27b4a,,惯用语
猪刣白讲价。,釗白：宰杀牲畜并褪毛去内脏。釗：〈方言俗字〉宰杀。,,先制造出既成事实，然后再迫使对方接受不合理的条 件。,a94a8c0a-ed79-4555-85ab-295e14afef17,,惯用语
海贼做普渡。,"做普渡：旧俗为普遍超渡亡魂而举行大规模民间宗教活 动，包括和尚诵经，道士施法，香烛祭供等活动，往往持续 数日。这种费用主要由富家捐助，算是积阴德的善事。
",,恶人发善心。,124dfb6f-9fe4-4bf6-aed0-7ae5560c6510,,惯用语
塔骨会排娘奶宫。,【注】①塔骨：以竹制骨架，外罩衣冠的鬼神偶像，用于迎神 游行活动。偶像约两人高，腹部开一孔，供套着偶像行走的 人向外张望。②会：竟然。③排：摆放。④娘奶宫：供奉临 水夫人的庙。临水夫人是专司保佑妇女儿童的女神，据传是 唐代人，福州下渡陈昌之女，名靖姑，嫁刘杞，年二十四卒。,,两码事混为一谈。,ac06ee38-f431-4f91-8335-8ddaeea3038a,,惯用语
东岳做普渡，六十年蜀回。,"①东岳：福州东门外有东岳庙，即泰山庙。②普渡：普 渡亡魂的大规模民间宗教活动。③蜀回：一次。
",,机不可失，时不再来。,9cca91b5-41cf-469a-ab10-6eddc4351479,,惯用语
做鬼也𣍐抢冥头斋。,①脍抢：抢不到。②冥头：初入夜时。③斋：檑米蒸制 的甜馅饼，闽俗用以祭鬼神。,福州风俗在夜间的门外靖脚边以“斋”供孤魂野鬼。传 说饿极了的小鬼总是争先恐后地“抢斋”。无能的人，死了 也是无能的鬼，只能在下半夜捡食剩余。,无能之萆，到死还是无能的。,42a1542d-6a77-48a7-8d05-c24124588378,,惯用语
细姨过厝。,①细姨：小姨子，妻妹。②过厝：〔花轿抬〉过门。 ,,生米煮成了熟饭，只能将错就错。,be7409ab-4552-4f0b-8102-d89dff957678,,惯用语
命长有奶奶做。,①命长：寿命长，谑谓办事拖拉。②有奶奶做：可以指 望以年高而获尊荣。,"此语挖苦办事拖拉者。

",,813b64aa-63ab-4e56-8631-f1cfeda111bc,,惯用语
存做新妇，就伓惊生囝。,"①存：存心，打定主意。②做新妇：出嫁。③伓惊：不 怕。④生囝：生孩子。
",,对随之而来的必然结果早有思想准备。,4d2ea185-6de1-48e4-8736-51e7269d223d,,惯用语
新人蜀过门，媒侬丢过墙。,①新人：新娘。②蜀：一。③媒侬：媒人。④丢：〈同 义字〉抛。,,过河拆桥。,d9e0f95c-7fd0-4f92-ba14-3ada806e59e0,,惯用语
好心乞雷拍。,乞雷拍：〈反而）遭雷打。乞：介词；被。拍：击，打。 ,,好心没好报。,ac3dc033-d93f-496a-862e-8afc75911aaa,,惯用语
单身哥固嫌家法大。,①单身哥：单身汉。②固：副词；还。③家法：家庭的 日常开支。,,要抱怨也还轮不上他。,e6650935-e00f-4e2e-ae62-61b7db5daa92,,惯用语
买臣妈十八败。,"买臣妈：传统戏曲中人物朱买臣的妻子，与朱买臣离异 后又连续改嫁十七次总是夫亡子夭，难脱厄运。
",,命里注定要吃苦，无论如付挣扎也接脱不了。,b7933919-c3cf-4deb-bf20-2dedd47e3822,,惯用语
罗汉请观音。,观音：注意“音”字声母特殊，应是“观世音”的合音 变化结果。,"罗汉人众，观音菩萨只有一个。罗汉集体做东宴请观音， 席上的酒菜其实主要还是罗汉们自已吃了。
",,b24eb314-84f0-42ef-aa45-58f8576bb6ce,,惯用语
七哥共八哥，两奇差不多。,"①七哥、八哥：俗称白无常鬼、黑无常鬼，也称“七爷、 八爷”。②共：连词；和。③奇：量词；个。
",,从本屑上说，两者没什么差别。,97b054e7-a7e0-41ed-bddd-18a7b655cf10,,惯用语
碰着先生就看命。,①先生：指算命先生。②看命：算命。,,自己没主见，见人就请教。,214d771a-1f3c-40eb-9def-6f4fcd57d63e,,惯用语
四月八无闲和尚。,"四月八：农历四月初八为浴佛节，也是和尚烧戒的日子, 各寺院都举行隆重的佛教典礼。",,大忙的时候每个人都派得上用场。,d9c8492d-ae43-4bf6-81c8-2b637f44fa13,,惯用语
未食三日菜，就想上西天。,食菜：奉佛吃素。,,,1b5d51a6-6d4a-4d33-9619-c388b8a49f96,,惯用语
竹𥮕下仙家。,竹铳：晾衣的竹竿。筘：《集韵》：“竹杆也，下浪切。”,,没有换洗的衣服，立等衣服晾干再穿。,1c3a0c5a-47bd-4e28-a70d-485f917ec1a0,,惯用语
蜀师蜀法门。,"①蜀：一。②师：指师公，即道士。
",,各有各的办法。,5ee74867-0537-462d-b3be-8b854468178a,,惯用语
去和尚寺借篦梳。,【注】和尚寺：佛教的寺庙。,,求助找错了对象。,670033d9-5e14-486e-acf0-0f79d3795bb9,,惯用语
和尚𣍐做姆𣍐讨。,①脍做：做不了。②姆脍讨：老婆找不到。姆：老婆。 讨：找。,,干什么都干不成。,b7564d02-5bea-484a-97da-256dddaa6219,,惯用语
和尚头，顶橄榄。,,,物品叠置得很不穗当，随时可能跌下来。,19aefad7-49ce-43bf-aa11-2336a7f8e62c,,惯用语
道士拍死道士声。,①拍死：打死。②道士声：道士的腔调。,,三句不离本行。,a136e3fb-a53d-4ffe-a24e-f04a9b30004a,,惯用语
暴乍梅香做夫人。,①暴乍：破天荒第一次，刚刚。②梅香：婢女的常用名， 借代指婢女。,,身份陡然升高的贱人。,50c3cb1f-7522-4960-a8a7-efde5c66c349,,惯用语
看侬排碗菜。,①侬：人。②排：摆放。③碗菜：菜肴。,,势利眼，以不同的态度对待不同身份的人。,b08cd440-f14e-46f9-be4b-704ac1b4a91f,,惯用语
衣裳襆乞侬拖去拭屎。,①衣裳襆：衣服的下襟。“襆”写方言俗字。②乞侬：被 别人。,,平白无故地当了冤大头。,9dd30f24-15b1-4814-9958-e36866daa9ef,,惯用语
无位尖台中。,"①无位：没有位子。②尖：挤进。③台中：中间。 
",后来者反而挤占了最好的位子。,,c8323d35-2751-46d5-b28a-09d75b0fdf98,,惯用语
上半冥肖鸡，下半冥肖鸭。,①半冥：半夜。冥：夜。②肖鸡：〔生肖）属鸡。,,说法一会儿一变，叫人捉摸不定。,29363f69-5044-4085-bac1-609f7accc7b9,,惯用语
三叔公，拉长屎。,拉长屎：拉屎的时间长。,,办事慢呑呑，拖得时间长。,b830e281-b86a-4437-898b-fc022dae7352,,惯用语
圆鼎四角甑。,①鼎：铁锅。②四角甑：方形的蒸笼。甑：蒸笼；本字 “床”。,,方枘圆柄，搭纪不上。,be44fe57-d0a9-402a-9761-9d78e61f3647,,惯用语
伓像菜头伓像芋。,"①伓像：不像。②菜头：萝卜。
",,非驴非马。,19a94187-2370-4128-9c2e-b39bd56d0076,,惯用语
瓮𠲥摒橄榄。,"①𠲥：处所助词，本字“里”。②摒：倒（出〉。
",,说话很快，语流急促，如从坛子里倒出撖榄的声音。,4d5b7328-9995-4635-b0e7-8e67c505eeb0,,惯用语
蜀时韭菜蜀时葱。,蜀时：一时。,,一会儿变一个花样。,6fe64af6-7576-44b6-b9ac-bd24ef6a7b24,,惯用语
年老学驐猪。,"镦：阉割。《字林》：“镦，去畜势，都昆切。”
",,年纪太大了才开始学习某种靳技能。,0a6337c3-7840-44d7-bea1-5dbf2874b41b,,惯用语
无瘤讨鸡胲挂。,"鸡胲：鸡嗉馕，引申指汽球。“胲”写方言俗字。
",,自找麻烦，自添负担。,1aea1e7d-4c81-4cc3-acdb-d8793be4e4a4,,惯用语
有风飑起就有梨囝拾。,①风飑：台风。②起：发生。③梨囝：小梨儿。,,"总有办法在混乱中获利。
",051af94d-cdde-4d6d-8ce4-b22ab0aefe45,,惯用语
斧头拍凿凿拍柴，郎罢使囝囝使孙。,①拍：击打。②凿：凿子。③郎罢：父亲。④使：使唤。 ⑤囝：儿子。,,依次往下推，最后总是地位最低的人吃亏。,09fa42ba-a2e6-41b7-98e4-3c18220d08a9,,惯用语
锣掼过山拍。,①掼：提。②过山：隔着山头的远处。,,有本事到外面去显。,d5334afb-47d4-45a7-a756-05875fb723f6,,惯用语
猛猛鼎炒花生。,猛猛鼎：烧得很热的油锅。猛：火旺。鼎：铁锅。 ,,动作快，手脚麻利。,f0983738-7b11-49a1-8dc7-488d0bcd72a4,,惯用语
算盘挂心间𠲥拍。,"①心间：胸脯。②𠲥：处所助词，本字“里”。③拍：打， 拨打（算盘〉。
",,精于计算，斤斤计较。,fc13ac3e-d862-4f37-9224-b1b49fcbca17,,惯用语
新粪坑，好拉屎。,粪坑：厕所。,,（贬）对任何新的东西，都感觉特别好。,4cfc30c5-b533-4a66-86be-7edbe2e3b27b,,惯用语
大家马，大家骑。,,,同样的的规矩适用于每一个人。,9cae75a3-1442-4f9e-901d-b2423834cec8,,惯用语
担粪𣍐等桶漏。,"①担粪：挑粪。②脍等：等不及，期盼。③桶：指粪桶。
",,爱偷懒的人的心理状态。,242e69e2-5c9b-43ff-a9be-90fd99038a25,,惯用语
痒𠲥伓扒，掏疼𠲥去挖。,①痒𠲥：身上发痒的地方。𠲥：处所助词，本字“里”。 ②扒：搔（痒〉。③掏：拿，拿到。④疼𠲥：疼痛的地方。 ⑤挖：抠抓。本字“艺”，《广韵》：“手艺为穴，乌八切。”,,投人所好的话不会说，反而无意间刺到对方的痛处。,27031348-e8bf-44df-896e-010bc4e64214,,惯用语
拍落身固当做喜事。,"①拍落身：打胎。②固当：还当是。
",,"该痛心的时候却兴高采烈，尴尬事却自己大肆宣扬。 【案】看上去显得反常，其实都有不好明言的苦衷。
",2a4fc842-9f26-4798-b596-200ae1fb56ae,,惯用语
好头好面臭股川。,"①好头好面：外表端正。②股川：屁股。
",,"表面上好看，其实毛病隐藏在不显眼处。
",b24d5c6a-7c6e-4c47-bb7e-4f09400e1285,,惯用语
斋食完，斋箬贴别侬𩩍𠲥。,①斋：糯米蒸制的甜馅饼，也是传统的祭鬼神供品。 “斋”字俗写加米字旁。②斋箬：也叫“锞箬”，一种植物的 叶子，状如竹叶而稍大，有清香，福州人用以蒸年糕或 “斋”。每块“斋”的底部衬一片“斋箬”，食用时揭下。③ 别侬：别人。④髀𠲥：背上。髀：背部。𠲥：处所助词。,,自已偷偷得了便宜不算，还要让别人背黑锅。,060fa5ed-bbce-4003-ae34-9149cf55e860,,惯用语
讲食龙过山，讲做会打单。,"①讲食：说到吃。②龙过山：生龙活虎般地来劲。③讲 做：说到干活。④打单〈音〉：站立不稳，踉跄。
",,好吃愀做。,2dc94f7a-87a1-48de-856a-ae2878f3f153,,惯用语
府𠲥复误，县𠲥复误。,"①府、县：指旧府县的衙门。②𠲥：〈方言俗字〉处所 助词，本字“里”。③复：又，俗写作“仅”字。
",,本想两头兼顾，结果都误了。,61883146-235e-442d-b519-02f331d31b27,,惯用语
无水游九铺。,"①无水：没有水。②铺：里程单位，十里为一铺。
",,（貶）神通广大，无所不能。,3f17e274-330e-450a-adcc-2df46fd64226,,惯用语
船过水无痕。,,,事情发生，过后了无表迹。,d8b55cf6-0320-488b-9aee-dc098afe31b8,,惯用语
亲母自耀骹腿白。,"①亲母：亲家母。②自耀：自夸。③骹腿：腿。
",,可笑的自夸。,2d3fa69b-1aa1-42ed-af4a-4e01e1959f49,,惯用语
鼻屎当盐食。,,,吝啬之极。,d0d13a21-a60f-458d-ae7c-9edb215ff720,,惯用语
兵过篱笆破。,,,鲁莽者所到之处，不免造成破坏。,86a33858-690d-4de0-bf59-ba03995b2bff,,惯用语
蜀槌拍两橛。,①蜀槌：槌子一击。②拍：击打。③橛：段。,,处事千脆利落，不拖泥带水。,3633afc3-ad80-47bb-a54d-321912946780,,惯用语
番囝翻摆生。,"①番囝：洋人。②翻摆生〈音〉：形容十分古怪。
",,奇怪的反常的行为举止。,2c9a8499-4433-45d9-bfca-25132be97d9d,,惯用语
贻顺哥烛蒂。,贻顺哥是福州民间故事中典型的吝啬鬼形象，处处算 计，最终人财两空，只落下几根烛蒂。,,吝嗇鬼。,382e4089-c77d-4448-a7bf-1ecda655541c,,惯用语
请来婆奶囝三旦。,①婆奶：接生婆。②囝：儿子，孩子。③三且：婴儿出 生的第三日，旧俗在这一天庆贺宴客。,,来得太迟了。,4faab479-4ec3-4cda-91f8-20afef8c7925,,惯用语
曲蹄请亲家。,①曲蹄：旧称以打渔、内河航运为生的水上居民。②请: 宴请。,,满桌尽是鱼虾。,7339ba4d-100e-4ef0-a22f-7ca3ee68a657,,惯用语
未学行，先学肺。,①行：走。②踔：跑。,,,1c0b58f5-209c-4eae-913f-e1329ebe74b9,,惯用语
“一”字未划起。,未划起：还没开始划。,喻义同“‘八’字还没有一撇”。,,b6ac79d1-e529-48eb-8658-198aace47415,,惯用语
蜀隻剃头，两隻扒耳。,"①蜀：一。②隻：个（人〉。③扒耳：掏耳朵。
",新解或曰，有饭大家吃。,人浮于事。,cb521f44-429f-4f2b-ba65-39ef90012746,,惯用语
蜀症伓八，掏𩩍𠲥摸脉。,"①蜀症伓八：一窍不通，什么都不懂。蜀：一。症：病 症，语义双关指“技能”。八：懂，知道。②掏：拿，拿到。 ③髀𠲥：背上。𠲥：处所助词，本字“里”。④摸脉：号脉 诊病。
",,一窍不通。,a16e03fc-8f09-441f-b28a-dcbecf25855b,,惯用语
索面未拍架先排。,"①索面：常写作“线面”，是一种很细的挂面，工匠用 特制的架子拉制而成。②拍：打，此处指制作（索面〉。③ 架：制作索面的木架，双关指装模作样的“架子”。④排：摆 放。
",,事情还没做，先摆臭架子。,0fad8b05-9c96-4f88-8646-bf364d8130e7,,惯用语
门垫复悬犬复大。,①门垫：门植。②复：又；俗写“仅”字。③悬：〈白 读音〉高，俗写同音字“咸”。,,"气焰骄人，令人却步。

除】据说是“为了维护机关的正常工作秩序’’。
",65e04c74-0bc1-4840-bca9-a3afa0dc0833,,惯用语
会八偷食，𣍐八拭嘴。,"①会八：懂得（如何〉。②偷食：偷吃。③𣍐八：不懂 得。④拭：抹擦。
",,干了坏事而不懂得如何加以掩饰。,bc4f687d-d7cb-430a-a472-4bb5384907b7,,惯用语
食死皮包骨。,"①食死：拼命吃。②皮包骨：形容极瘦。
",,努力的结果也不怎么样。,3addf04a-3e29-4d82-9a3f-3f41182620a3,,惯用语
七隻食饭，八隻当家。,】①隻：个（人〉。②食饭：吃饭。,,政出多门，缺乏统一领导。,c791a87b-2df7-4184-9ee6-cff8936af084,,惯用语
闲工补笊篱。,"①闲工：闲工夫。②笊篱：漏勺。
",北方俗语：“下雨天打孩子，闲着也是闲着。”,做毫无意义的劳动。,1341d609-0852-40c5-b651-7c080e167c94,,惯用语
九十九，整蜀百。,①整：凑成整数。②蜀百：一百。,,富且吝，富了更贪。,df09bfed-ccca-4bb0-8a3a-666d66e62b72,,惯用语
嘴渴食盐卤。,,,饮鸩止渴。,9aa7b2bd-7974-4574-9932-9c73955c3fd7,,惯用语
贼食鸦片睏。,,,"胃口极好，而且特别能睡慊觉的人。
",da77a746-ee27-4bc4-8b78-a0935ff714aa,,惯用语
荒唐（方肠）拉四角屎。,①荒唐：福州话骂人“荒唐”，犹北方话骂“混账”，与 “方肠”二字同音。②四角：方形的。,"此语俏皮，常用以化解被骂的尴尬处境。
",,ff426a6b-42d0-4414-b828-be078e5b4d19,,惯用语
细姑教兄嫂断脐。,"①细姑：小姑，此处特指未出嫁的小姑。②兄嫂：嫂嫂。 ③断脐：指分娩时剪断脐带。
",,不榷装懂而且还好为人师。,e1b68d42-f255-46cf-9760-ce6f45795760,,惯用语
前鼎未滚，后鼎啪啪滚。,①前鼎、后鼎：灶膛正上方的锅坑放置“前鼎”，偏后 的位置加设一个利用余热的锅坑，放置“后鼎”。鼎：铁锅。 ②滚：〈水）沸腾。③啪啪滚：猛烈地沸腾。,北京俗语说：“皇帝不急太监急。”,,90c10702-01e8-4944-a3f5-d617a62feb04,,惯用语
十八岁会见廿四代。,见：见过，经历了。,,年轻人在长者面前不懂装懂，卖弄知识。,083edd24-a809-41af-80bb-91931b1fbbf6,,惯用语
上轿缠骹。,①上轿：指上花轿。②骹；脚。,,事到临头才着急。,17cc9878-c557-47df-9ec2-5c923b5424d5,,惯用语
蜀时风驶蜀时船。,蜀时：一时。,,见风使舵。,736fa3b2-6db7-426e-b1e2-031b88a909b1,,惯用语
卜食鱼汤七十二。,①卜食：要吃。卜：助动词；要，想要。②七十二: (必须付）七十二枚铜钱。,,不能不接受的刻板条件。,1c23cfea-be50-4637-9af4-10163ece1433,,惯用语
教师乞舀粪拍咯。,"①教师：拳师。②乞：被。③舀粪：掏粪的。④拍：打。 ⑤咯：动态助词；了。
",,不声不响的人倒有真功夫。,080f538f-bf7b-449e-94b7-2587bfd41344,,惯用语
熻熻食两碗半。,①燴擒：闷声不响地；谐音双关指焖锅饭。②食：吃。,,"不声不响的人倒有真功夫。
",15eff81e-90ce-4383-b9dd-a683153d2efc,,惯用语
好𠲥亲家，呆𠲥冤家。,"①好𠲥：〈关系）好的时候。②呆𠲥：〈关系）坏了的时

候。",,原是亲密无间，陡然间反目成仇。,2f0a7e23-28b3-4e7c-b00b-a1dfdc9c4df7,,惯用语
摊𠲥无排，担𠲥无卖。,①𠲥：处所助词，本字“里”。②排：摆放（待售〉。 ,,罕见的东西。,0c2b7244-67f8-4035-8e2f-db9e4e00e9cb,,惯用语
